Date and Time of initial call,Date and time of Ranger response,Borough,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
3/23/23 11:00,3/23/23 11:30,Manhattan,Central Park,100th Street Pool,Canada Goose,Public,Native,N/A,0.5,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
3/23/23 14:00,3/23/23 16:00,Bronx,Pelham Bay Park,Orchard Beach Bus Terminal,Dog,Employee,Domestic,N/A,1,Adult,Domestic,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
3/23/23 17:00,3/23/23 17:30,Bronx,Bronx Park,"Beside pedestrian path along river, across from Bronx Bld and E 213th St",Ball Python,Central,Exotic,DOA,1.5,Adult,Terrestrial Reptile or Amphibian,311-13900778,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
3/23/23 17:39,3/24/23 8:45,Bronx,Marble Hill Playground,On fence between athletic fields,Raccoon,Central,Native,N/A,1,Adult,Small Mammals-RVS,311-13900923,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
3/23/23 18:15,3/24/23 9:00,Bronx,Pelham Bay Park,Pelham Bay Landfill,Great Horned Owl,Observed by Ranger,Native,DOA,0.5,Adult,Raptors,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
3/24/23 10:00,3/24/23 13:50,Manhattan,Central Park,Harlem Meer,Canada Goose,Public,Native,N/A,0.5,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
3/24/23 14:45,3/24/23 15:00,Brooklyn,Prospect Park,Flatbush Ave entrance,Raccoon,Public,Native,Healthy,1,Adult,Small Mammals-RVS,31113912012,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
3/24/23 15:00,3/24/23 15:00,Brooklyn,Prospect Park,Near the bandshell,Eastern Gray Squirrel,Central,Native,Unhealthy,0.5,Adult,Small Mammals-non RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
3/24/23 15:20,3/24/23 15:20,Staten Island,Green Street Arthur Kill and Woodrow Road,Green Street Arthur Kill and Woodrow Road,Eastern Cottontail,Employee,Native,Healthy,0.5,Adult,Small Mammals-non RVS,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
3/24/23 19:14,3/25/23 8:30,Bronx,Van Cortlandt Park,Trail near Oneida Dog Run,Raccoon,Central,Native,Injured,1,Adult,Small Mammals-RVS,311-13913653,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
3/25/23 9:00,3/25/23 9:16,Queens,Frontera Park,Playground,Cat,Central,Domestic,Injured,2,Adult,Domestic,311-13918354,ACC,1,FALSE,FALSE,,,FALSE,FALSE,167451
3/25/23 12:00,3/25/23 12:30,Brooklyn,Prospect Park,Music Island,Chicken,"Conservancies/""Friends of"" Groups",Domestic,DOA,0.25,"Adult, Juvenile",Birds,,Relocated/Condition Corrected,3,FALSE,FALSE,,,FALSE,FALSE,
3/25/23 15:55,3/25/23 16:12,Queens,Crocheron Park,"215th Place and 33rd Road: 40.771856, -73.770085",Raccoon,Public,Native,Injured,1.5,Juvenile,Small Mammals-RVS,311-13922612,ACC,1,FALSE,FALSE,,,FALSE,FALSE,52439
3/26/23 9:30,3/26/23 15:15,Manhattan,Hudson Park,Pier 51,Canada Goose,Public,Native,N/A,0.75,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
3/26/23 10:45,3/26/23 11:00,Queens,Kissena Park,Kissena Lake,Canada Goose,Central,Native,Injured,0.5,Adult,Birds,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
3/26/23 10:50,3/26/23 10:50,Queens,Baisley Pond Park,In pond,Canada Goose,Employee,Native,DOA,0.25,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
3/26/23 13:50,3/26/23 14:15,Queens,Flushing Meadows Corona Park,Fountain of the Planets,Mute Swan,Employee,Invasive,Injured,0.5,Adult,Birds,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
3/27/23 8:45,3/27/23 10:16,Queens,Rockaway Beach and Boardwalk,Beach 120 Southwest side of the jetty,Domestic Duck,Public,Domestic,DOA,2,Adult,"Domestic, Birds",311-13939706,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
3/27/23 14:30,3/27/23 15:00,Manhattan,Central Park,"East side of Turtle Pond, by Ice Ladder %235",Double-Crested Cormorant,Public,Native,Injured,1,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.75,FALSE,FALSE,
3/27/23 14:30,3/27/23 16:30,Brooklyn,McCarren Park,Park House,Eastern Gray Squirrel,Central,Native,Unhealthy,1,Adult,Small Mammals-non RVS,311-13947088,Relocated/Condition Corrected,1,FALSE,TRUE,,0.5,FALSE,FALSE,
3/28/23 9:00,3/28/23 11:00,Brooklyn,Bushwick Playground,pool area,Red-tailed Hawk,Central,Native,Unhealthy,4,Juvenile,Raptors,31113952005,Rehabilitator,1,FALSE,TRUE,Wild Bird Fund,0.5,FALSE,FALSE,
3/28/23 10:20,3/28/23 10:50,Queens,Roy Wilkins Recreation Center,In the field,Canada Goose,Employee,Native,Unhealthy,0.5,Adult,Birds,3-11-13956366,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
3/28/23 12:35,3/28/23 13:30,Bronx,Van Cortlandt Park,Van Cortlandt Park South and Moshulu Pkwy,Raccoon,Public,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,3-11-13957015,ACC,1,FALSE,FALSE,,,FALSE,FALSE,236652
3/28/23 17:45,3/28/23 18:00,Brooklyn,Prospect Park,Along Center Drive by Nethermead,Raccoon,Central,Native,Unhealthy,1.5,Juvenile,Small Mammals-RVS,,Monitored Animal,1,TRUE,TRUE,,0.5,FALSE,FALSE,
3/29/23 4:00,3/29/23 16:00,Manhattan,Central Park,Central Park Pond,Mallard Duck,Public,Native,Injured,0.5,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
3/29/23 8:00,3/29/23 8:00,Staten Island,Blue Heron Park,entrance of white trail,Dark-eyed Junco,Public,Native,Healthy,0.25,Adult,Birds,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
3/29/23 9:00,3/29/23 9:30,Manhattan,Central Park,81st Street & Central Park West,Eastern Gray Squirrel,"Conservancies/""Friends of"" Groups",Native,Injured,1.5,Juvenile,Small Mammals-non RVS,311-13967048,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
3/29/23 9:27,3/29/23 9:30,Bronx,Pelham Bay Park,Central barbecue area of Pelham South,Raccoon,Public,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,311-13967678,ACC,1,FALSE,TRUE,,0.5,FALSE,FALSE,167731
3/29/23 9:45,3/29/23 9:45,Bronx,Pelham Bay Park,Central barbecue area of Pelham South,Striped Skunk,Observed by Ranger,Native,Injured,2.5,Adult,Small Mammals-RVS,311-13967678,ACC,1,FALSE,TRUE,,0.5,FALSE,FALSE,167732
3/29/23 9:57,3/29/23 15:00,Bronx,Pelham Bay Park,Kazimiroff trail entrance on Hunter Island,Raccoon,Public,Native,DOA,0.5,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
3/29/23 12:00,3/29/23 12:00,Brooklyn,Fort Greene Park,Near playground by Dekalb Ave,Norway Rat,Public,Invasive,DOA,0.5,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
3/29/23 13:00,3/29/23 13:27,Queens,Flushing Meadows Corona Park,By the boathouse,Virginia Opossum,Employee,Native,Unhealthy,0.5,Adult,Small Mammals-non RVS,311-13970127,ACC,2,FALSE,FALSE,,,FALSE,FALSE,236768
3/29/23 13:30,3/29/23 14:00,Brooklyn,Bensonhurst Park,Brought to park house by patron,Ring-Billed Gull,Public,Native,Injured,2,Adult,Birds,311-13970334,ACC,1,FALSE,FALSE,,,FALSE,FALSE,236773
3/29/23 16:00,3/29/23 16:55,Queens,Frank Golden Park,"132nd Street, next to baseball field",Cat,Public,Domestic,Injured,0.25,Adult,Domestic,311-13970145,ACC,1,FALSE,FALSE,,,FALSE,FALSE,236791
3/30/23 9:27,3/30/23 9:30,Bronx,Pelham Bay Park,Concrete path Pelham South,Raccoon,Employee,Native,DOA,0.25,Adult,"Raptors, Small Mammals-RVS",,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
3/30/23 10:00,3/30/23 0:00,Brooklyn,Prospect Park,Near Park Circle,Dog,Public,Domestic,Healthy,3,Juvenile,Domestic,311-13979310,ACC,1,FALSE,FALSE,,,FALSE,FALSE,167818
3/30/23 14:00,3/30/23 15:00,Staten Island,Snug Harbor Cultural Center,Heritage Farm,Canada Goose,Other,Native,Injured,1.5,Adult,Birds,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
3/30/23 14:00,3/31/23 10:30,Staten Island,Snug Harbor Cultural Center,Heritage Farm,Canada Goose,Employee,Native,Injured,5,Adult,Birds,311-13991824,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
3/31/23 12:40,3/31/23 0:55,Bronx,Parque De Los Ninos,Field,Green Iguana,Central,Exotic,DOA,0.75,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
3/31/23 14:00,3/31/23 14:30,Manhattan,Riverside Park South,60th Street Yard,Canada Goose,Public,Native,Healthy,1,Adult,Birds,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
3/31/23 16:30,3/31/23 16:30,Manhattan,Central Park,The Pond,Double-Crested Cormorant,Public,Native,Injured,1,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,1,FALSE,FALSE,
3/31/23 17:20,3/31/23 17:45,Brooklyn,Prospect Park,"Hammerhead Beach, Vanderbilt Beach Prospect Park lake",Canada Goose,Public,Native,Unhealthy,3,Adult,Birds,311-14000552,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
3/31/23 17:20,3/31/23 17:45,Brooklyn,Prospect Park,Vanderbilt Beach,Canada Goose,Public,Native,Injured,1,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/1/23 12:45,4/1/23 13:00,Brooklyn,Owl's Head Park,Park House,Yellow-bellied Sapsucker,Employee,Native,Healthy,1,Adult,Birds,311-14001920,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/1/23 13:15,4/1/23 13:25,Bronx,Crotona Park,"At the northeast corner of Indian Pond (40.839136, -73.893517)",Raccoon,Observed by Ranger,Native,DOA,0.25,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/1/23 16:00,4/1/23 16:30,Manhattan,Central Park,Tennis Court Dumpster,Raccoon,Public,Native,N/A,1,Adult,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/1/23 16:00,4/1/23 16:10,Manhattan,Central Park,Central Park Pool,Double-crested cormorant,Public,Native,Injured,0.5,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/1/23 18:00,4/3/23 9:00,Manhattan,Central Park,Turtle Pond,Double-crested Cormorant,Public,Native,N/A,1,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/2/23 11:15,4/2/23 11:15,Staten Island,Blue Heron Park,In front of Nature Center,House Sparrow,Observed by Ranger,Native,DOA,0.25,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/2/23 11:30,2/2/23 12:45,Manhattan,Fort Tryon Park,Northernmost path in park while ascending towards Met Cloisters from Anne Loftus Playground,Cooper's Hawk,Public,Native,Injured,1.5,Adult,Raptors,,Monitored Animal,1,FALSE,TRUE,,0.75,FALSE,FALSE,
4/2/23 13:00,4/2/23 15:00,Manhattan,Marcus Garvey Park,near 120th and 5th Ave,Chicken,Employee,Domestic,Healthy,1,Adult,"Domestic, Birds",311-14017671,ACC,2,FALSE,FALSE,,,FALSE,FALSE,168127
4/2/23 14:30,4/2/23 14:30,Brooklyn,Prospect Park,Dog Beach,Raccoon,Employee,Native,Injured,0.25,Adult,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/2/23 16:30,4/2/23 17:30,Brooklyn,Spring Creek Park,Conner Seaview Ave & Erskine St,Great horned owl,Employee,Native,Healthy,3,Juvenile,Raptors,,Monitored Animal,1,FALSE,TRUE,,1.5,FALSE,FALSE,
4/3/23 9:30,4/3/23 10:00,Queens,Judge Moses Weinstein Playground,park,Red-tailed Hawk,Public,Native,Healthy,1,Juvenile,Raptors,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
4/3/23 9:30,4/3/23 10:00,Brooklyn,Prospect Park,Shore of the lake adjacent to the intersection of Well House Drive and West Drive.,Canada Goose,WBF,Native,Healthy,2.5,Adult,Birds,,Released back into Park after Rehabilitation,1,FALSE,FALSE,,,FALSE,FALSE,
4/3/23 9:37,4/3/23 9:55,Queens,Judge Moses Weinstein Playground,Main Street and Union Turnpike,Red-tailed Hawk,Public,Native,Healthy,1,Juvenile,Raptors,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
4/3/23 10:15,4/3/23 10:30,Manhattan,Fort Tryon Park,Northern Trail near the Met Cloisters,Raptor (Unknown),Employee,Native,N/A,1,Adult,Raptors,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/3/23 15:30,4/3/23 15:30,Queens,Forest Park,Buddy Monument area,Raccoon,Employee,Native,DOA,0.5,Adult,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/3/23 16:45,4/3/23 16:50,Manhattan,Central Park,West side of Heckscher Ballfields,Eastern Gray Squirrel,Public,Native,Injured,1.5,Adult,Small Mammals-non RVS,311-14022492,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
4/3/23 17:20,4/3/23 17:45,Brooklyn,Brooklyn Bridge Park,Pier 6 Playground,Raccoon,Employee,Native,Healthy,1,Adult,Small Mammals-RVS,311-14022169,Relocated/Condition Corrected,1,FALSE,TRUE,,0.5,FALSE,FALSE,
4/4/23 5:00,4/4/23 9:43,Brooklyn,Herbert Von King Park,Near ampitheatre,Dog,Public,Domestic,Healthy,0.5,Adult,Domestic,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/4/23 8:45,4/4/23 9:30,Brooklyn,Hot Spot Tot Lot,In playground,Dog,Central,Domestic,Healthy,1,Adult,Domestic,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/4/23 11:15,4/4/23 12:00,Brooklyn,Lincoln Terrace / Arthur S. Somers Park,Under bush behind tennis courts,Guinea Fowl,Employee,Domestic,DOA,0.5,Adult,"Domestic, Birds",,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/4/23 11:30,4/4/23 13:30,Brooklyn,Sheepshead Bay Piers,Pier 4,Mute Swan,WBF,Invasive,Healthy,2,Adult,Birds,,Released back into Park after Rehabilitation,1,FALSE,FALSE,,,FALSE,FALSE,
4/4/23 12:00,4/4/23 12:00,Manhattan,Inwood Hill Park,"1/8th of a mile west of the tennis courts (north of Payson) at GPS coordinates 40.869966, -73.924591 about 3 feet off the trail",Dog,Public,Domestic,DOA,1,Adult,Domestic,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/4/23 13:00,4/4/23 13:15,Queens,Forest Park,"Intersection of Bridle path, orange path, and blue path",Raccoon,Employee,Native,DOA,0.5,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/4/23 13:15,4/4/23 13:20,Bronx,Van Cortlandt Park,Hester and Piero's Mill Pond,Domestic Duck,Central,Domestic,Healthy,2.5,Infant,"Domestic, Birds",311-14030174,ACC,2,FALSE,FALSE,,,FALSE,FALSE,"168254, 168255"
4/4/23 13:30,4/4/23 14:00,Manhattan,Union Square Park,"South east corner of the park, on the ground within fenced-in area",American Robin,Central,Native,Injured,1,Adult,Birds,31114030483,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
4/4/23 16:00,4/4/23 16:30,Bronx,Pelham Bay Park,City Island Road Bike Path between City Island Circle and City Island Bridge,Raccoon,Central,Native,Unhealthy,3,Adult,Small Mammals-RVS,311-14031601,ACC,1,FALSE,FALSE,,,FALSE,FALSE,237458
4/5/23 11:40,4/5/23 12:15,Bronx,Crotona Park,"N/W corner of Crotona Pond (40.8394010, -73.8937815)",Eastern Gray Squirrel,Observed by Ranger,Native,DOA,0.25,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/5/23 12:00,4/5/23 12:20,Queens,Rainey Park,Behind the swings next to M&O.,Groundhog,Central,Native,N/A,1.75,Adult,Small Mammals-non RVS,311-14041689,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/5/23 13:50,4/5/23 13:50,Queens,Rainey Park,Basement of M&O Building,Eastern Gray Squirrel,Employee,Native,DOA,0.25,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,2,FALSE,FALSE,,,FALSE,FALSE,
4/6/23 9:25,4/6/23 9:26,Bronx,Pelham Bay Park,Park Drive Loop at the entrance to Orchard Beach,Canada Goose,Observed by Ranger,Native,DOA,0.25,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/6/23 9:30,4/6/23 9:30,Staten Island,Allison Pond Park,Bridge overlooking Allison Pond,Raccoon,Employee,Native,Healthy,2,Juvenile,Small Mammals-RVS,,Rehabilitator,2,FALSE,FALSE,Leslie Hyder,,FALSE,FALSE,
4/6/23 10:00,4/6/23 12:00,Manhattan,Inwood Hill Park,The Cove,Red-tailed Hawk,WBF,Native,Healthy,1,Adult,Raptors,,Released back into Park after Rehabilitation,1,FALSE,FALSE,,,FALSE,FALSE,
4/6/23 16:00,4/6/23 4:30,Bronx,Pelham Bay Park,"40.85520N, 73.81994W",Raccoon,Observed by Ranger,Native,DOA,0.5,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/6/23 16:15,4/6/23 16:30,Manhattan,St. Nicholas Park,St. Nicholas Park Dog Run,Dog,Public,Domestic,Unhealthy,2.25,Adult,Domestic,311-14053442,ACC,1,FALSE,FALSE,,,FALSE,FALSE,168447
4/7/23 9:00,4/7/23 9:00,Bronx,Pelham Bay Park,"40.85104N, 73.82155W",Raccoon,Public,Native,Unhealthy,1.75,Adult,Small Mammals-RVS,311-14059711,ACC,1,FALSE,FALSE,,,FALSE,FALSE,237762
4/7/23 9:30,4/7/23 9:40,Queens,Flushing Meadows Corona Park,Playground For All Children,Cat,Central,Domestic,Unhealthy,1,Adult,Domestic,311-13271037,ACC,1,FALSE,FALSE,,,FALSE,FALSE,168460
4/7/23 10:13,4/7/23 10:40,Queens,Fort Totten Park,"First floor of Battery Graham I: 40.795805, -73.778430",Raccoon,Observed by Ranger,Native,DOA,0.25,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/7/23 13:00,4/7/23 13:00,Queens,Brookville Park,Near the playground,Canada Goose,Observed by Ranger,Native,Unhealthy,0.5,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
4/8/23 8:30,4/8/23 9:21,Queens,Bowne Park,Bowne Pond at 156 St./32 Ave,Soft-shelled Turtle,Employee,Exotic,DOA,1,Adult,Terrestrial Reptile or Amphibian,,Submitted for DEC Testing,2,FALSE,FALSE,,,FALSE,FALSE,
4/8/23 8:45,4/8/23 8:46,Bronx,Bronx Park,Rannaqua lot near the canoe trailers,Raccoon,Observed by Ranger,Native,DOA,0.25,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/8/23 9:00,4/8/23 9:10,Brooklyn,Parade Ground,between the tennis center and the ball field.,Red-tailed Hawk,Central,Native,Unhealthy,0.25,Adult,Raptors,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/8/23 9:10,4/8/23 9:30,Bronx,Youth Village,Boston Road and Home Street,Cat,Central,Domestic,Healthy,0.5,Infant,Domestic,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/8/23 12:00,4/8/23 12:30,Queens,Alley Pond Park,Springfield Boulevard and 73rd Avenue,Dog,Public,Domestic,Healthy,0.25,Adult,Domestic,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/8/23 13:00,4/8/23 13:00,Queens,Brookville Park,"Conselyeas Pond, Weller Ave/Brookville Blvd",Domestic Duck,Observed by Ranger,Domestic,Healthy,2,Adult,"Domestic, Birds",,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
4/8/23 14:00,4/8/23 15:00,Manhattan,Central Park,Columbus Circle,Rock Dove,Central,Native,,1,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/8/23 17:00,4/8/23 17:30,Bronx,Pelham Bay Park,Bartow Pell Manor Entrance,Raccoon,Observed by Ranger,Native,DOA,0.5,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/8/23 17:00,4/8/23 17:00,Bronx,Ranaqua Park,Garden,Cat,Central,Domestic,Unhealthy,2,Adult,Domestic,311 14072593,ACC,1,FALSE,FALSE,,,FALSE,FALSE,
4/8/23 23:30,4/8/23 12:00,Brooklyn,Cuyler Gore Park,108 S Portland Avenue,Red-tailed Hawk,Employee,Native,Injured,3,Adult,Raptors,311-14071220,Rehabilitator,1,FALSE,TRUE,wild bird fund,1,FALSE,FALSE,
4/9/23 8:45,4/9/23 9:45,Manhattan,Washington Square Park,Washington Square Park North,Dog,Employee,Domestic,Healthy,2,Adult,Domestic,311-14079003,ACC,1,FALSE,FALSE,,,FALSE,FALSE,168587
4/9/23 11:45,4/9/23 12:00,Staten Island,Wolfe's Pond Park,Holten ave and Purdy ave,Great Blue Heron,Other,Native,Injured,1,Adult,Birds,311-14079446,ACC,1,FALSE,FALSE,,,FALSE,FALSE,168600
4/9/23 14:00,4/9/23 2:15,Queens,Fort Totten Park,"by the Coast Guard station 40.794682, -73.779682",Raccoon,Public,Native,Unhealthy,2,Adult,Small Mammals-RVS,311-14081124,ACC,1,FALSE,FALSE,,,FALSE,FALSE,168627
4/9/23 14:00,4/9/23 14:30,Brooklyn,Marine Park,observation bridge,Mute Swan,Public,Invasive,Unhealthy,4,Adult,Birds,311-14080808,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
4/10/23 13:00,4/10/23 13:17,Queens,Rockaway Beach and Boardwalk,Rockaway Beach at 144th st & Rockaway Beach Blvd,Yellow-crowned night heron,Public,Native,Injured,3.5,Adult,Birds,311-14090083,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
4/10/23 16:30,4/10/23 16:40,Manhattan,Central Park,"Wollman Rink, City Pickle",European Starling,"Conservancies/""Friends of"" Groups",Invasive,Injured,1.5,Adult,Birds,311-14091347,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
4/10/23 16:50,4/10/23 17:00,Staten Island,Arrochar Playground,Major AVE and Hylan BLVD.,Red-tailed Hawk,Employee,Native,Injured,0.5,Adult,Raptors,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/11/23 9:00,4/11/23 10:00,Staten Island,Snug Harbor Cultural Center,Pond,Canada Goose,WBF,Native,Healthy,3,Adult,Birds,,Released back into Park after Rehabilitation,1,FALSE,FALSE,,,FALSE,FALSE,
4/11/23 13:00,4/11/23 13:00,Staten Island,Clove Lakes Park,near the Stonehouse restaurant,Mallard Duck,Employee,Native,Injured,2,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/11/23 13:10,4/11/23 13:30,Brooklyn,Parade Ground,Kensington dog run,Raccoon,Central,Native,Unhealthy,0.5,Adult,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/11/23 15:33,4/11/23 15:53,Queens,Rufus King Park,Outside Comfort Station at Jamaica Blvd and 153 Street,Cat,Employee,Domestic,Injured,1.75,Adult,Domestic,311-14100977,ACC,1,TRUE,FALSE,,,FALSE,FALSE,238278
4/12/23 8:00,4/12/23 8:10,Manhattan,The High Line,nearest W16th and 10th Avenue entrance,Yellow-Bellied Sapsucker,Employee,Native,Injured,2,Adult,Birds,311-14107497,Rehabilitator,1,TRUE,TRUE,Wild Bird Fund,1,FALSE,FALSE,
4/12/23 12:10,4/12/23 12:10,Staten Island,Willowbrook Park,Willowbrook Lake,Diamondback Terrapin,Observed by Ranger,Native,Unhealthy,1,Adult,Terrestrial Reptile or Amphibian,311-14109196,ACC,1,FALSE,FALSE,,,FALSE,FALSE,168840
4/12/23 12:15,4/12/23 12:30,Queens,Flushing Meadows Corona Park,Meadow Lake Boathouse,Northern Spiny Softshell Turtle,Employee,Native,DOA,0.75,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/12/23 18:00,4/12/23 19:00,Brooklyn,Prospect Park,Bartel-Pritchard,American Robin,Public,Native,Healthy,1,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.15,FALSE,FALSE,
4/13/23 9:20,4/13/23 9:20,Staten Island,Blue Heron Park,Blue Heron Parking Lot,Painted Turtle,Employee,Native,Healthy,0.25,Infant,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/13/23 11:30,4/13/23 11:31,Bronx,Williamsbridge Oval,Western path behind the tennis courts,Eastern Gray Squirrel,Observed by Ranger,Native,DOA,0.25,Juvenile,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/13/23 12:30,4/13/23 12:30,Staten Island,Blue Heron Park,Spring Pond trail,Painted Turtle,Public,Native,Healthy,0.5,Juvenile,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/13/23 13:30,4/13/23 14:00,Manhattan,Randall's Island,Field 50,Black-crowned night heron,Employee,Native,Injured,0.5,Adult,Birds,311-14122124,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
4/13/23 14:50,4/13/23 15:00,Staten Island,Bloomingdale Park,Baseball Field,Frog (Unknown),Employee,Native,,0.5,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/14/23 8:40,4/14/23 8:50,Brooklyn,Prospect Park,Park Circle in bike path,Norway Rat,Observed by Ranger,Invasive,DOA,0.25,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/14/23 8:45,4/14/23 8:50,Bronx,Crotona Park,100 feet north of Crotona Park Nature Center,Raccoon,Employee,Native,Healthy,0.25,Adult,Small Mammals-RVS,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
